epoch,train_loss,val_loss
1,0.599795751273632,0.5721175074577332
2,0.5606418401002884,0.535605788230896
3,0.5241241902112961,0.5013352036476135
4,0.49000994488596916,0.46887320280075073
5,0.4588456451892853,0.4385993182659149
6,0.42882196232676506,0.41050705313682556
7,0.40163248032331467,0.38461267948150635
8,0.3754972368478775,0.36071503162384033
9,0.3524317964911461,0.338634192943573
10,0.33157138526439667,0.3186974823474884
11,0.3124944008886814,0.3009357750415802
12,0.2953972890973091,0.2851812243461609
13,0.2801467403769493,0.27199169993400574
14,0.26786813884973526,0.2608031928539276
15,0.2575191520154476,0.25142934918403625
16,0.24858379364013672,0.24347470700740814
17,0.24134634248912334,0.23683764040470123
18,0.23484534211456776,0.231355682015419
19,0.2291095331311226,0.22663213312625885
20,0.2235914282500744,0.22233061492443085
21,0.2185231987386942,0.21814613044261932
22,0.21335033886134624,0.2140408307313919
23,0.20825323648750782,0.21008744835853577
24,0.2032952941954136,0.2062811702489853
25,0.19820148311555386,0.20267802476882935
26,0.19331922568380833,0.19932690262794495
27,0.18930328451097012,0.1962389498949051
28,0.18499217368662357,0.19344045221805573
29,0.18129593133926392,0.19087594747543335
30,0.17777934484183788,0.1885148286819458
31,0.1747176293283701,0.18634551763534546
32,0.17183279991149902,0.18430930376052856
33,0.16929060593247414,0.18242788314819336
34,0.16683625243604183,0.18064650893211365
35,0.16449742577970028,0.1789640635251999
36,0.16239305213093758,0.17731378972530365
37,0.16044109500944614,0.17570088803768158
38,0.15848341025412083,0.17419806122779846
39,0.15679753571748734,0.17278771102428436
40,0.15522701852023602,0.1714499592781067
41,0.15361148864030838,0.17014428973197937
42,0.15213104523718357,0.16888922452926636
43,0.15074807032942772,0.1676592379808426
44,0.14939740113914013,0.16647371649742126
45,0.14813783206045628,0.16532664000988007
46,0.14682026766240597,0.1641920655965805
47,0.1456357929855585,0.16308251023292542
48,0.14439312741160393,0.1619986742734909
49,0.14324411749839783,0.16094325482845306
50,0.14206599816679955,0.15992265939712524
51,0.1409645564854145,0.15888434648513794
52,0.1398730929940939,0.15787234902381897
53,0.13881264626979828,0.1568632274866104
54,0.1377374343574047,0.15586291253566742
55,0.13674250803887844,0.15489104390144348
56,0.13569710962474346,0.15394800901412964
