epoch,train_loss,val_loss
1,0.6562867388129234,0.6464061737060547
2,0.6453949213027954,0.6358851194381714
3,0.6351411938667297,0.625897228717804
4,0.6253042593598366,0.6162051558494568
5,0.6156193986535072,0.6066544055938721
6,0.6061587184667587,0.5972051024436951
7,0.5968080535531044,0.5878542065620422
8,0.5875548645853996,0.5786048173904419
9,0.5783073976635933,0.5694066882133484
10,0.5693052187561989,0.5602267980575562
11,0.5601558461785316,0.5510662794113159
12,0.5510165393352509,0.5419189929962158
13,0.5419487729668617,0.5327690243721008
14,0.5329219624400139,0.5236083269119263
15,0.5238548144698143,0.5144317746162415
16,0.5148331522941589,0.5052439570426941
17,0.5056236013770103,0.4960702061653137
18,0.49656399339437485,0.4868769347667694
19,0.4873974211513996,0.47770118713378906
20,0.4783353693783283,0.46852612495422363
21,0.4690815843641758,0.45933493971824646
22,0.4601059854030609,0.45011112093925476
23,0.45080019161105156,0.44089916348457336
24,0.4417622722685337,0.43168896436691284
25,0.43258628621697426,0.4226369857788086
26,0.4235970079898834,0.41390228271484375
27,0.41490796208381653,0.4054192006587982
28,0.40637925267219543,0.39715293049812317
29,0.3981311582028866,0.38900938630104065
30,0.39017683640122414,0.3810248076915741
31,0.3824906051158905,0.37316474318504333
32,0.37482209131121635,0.3654658794403076
33,0.3672846294939518,0.3580015301704407
34,0.3599369116127491,0.3507639765739441
35,0.3530741035938263,0.34381142258644104
36,0.34610676392912865,0.33713391423225403
37,0.33945994451642036,0.3306293189525604
38,0.33304696157574654,0.3242778480052948
39,0.3268606923520565,0.3180081844329834
40,0.32073162868618965,0.3118045926094055
41,0.314576618373394,0.30568045377731323
42,0.3085971288383007,0.2996155023574829
43,0.3025296553969383,0.2936200201511383
44,0.296719316393137,0.2876639664173126
45,0.2909303158521652,0.2817741334438324
46,0.2851651683449745,0.2759789526462555
47,0.2794291637837887,0.2702849507331848
48,0.2739456035196781,0.2646864950656891
49,0.2684253044426441,0.25921785831451416
50,0.2632402405142784,0.25387611985206604
51,0.25776350125670433,0.2487102895975113
52,0.25284838676452637,0.24364572763442993
53,0.247986176982522,0.2387443482875824
54,0.24297104589641094,0.2340015470981598
55,0.23857024870812893,0.22942399978637695
56,0.23411834239959717,0.22509075701236725
57,0.22991148196160793,0.22102616727352142
58,0.2259536013007164,0.21726197004318237
59,0.222428809851408,0.2138153314590454
60,0.21907611191272736,0.2107241004705429
61,0.21628674305975437,0.20799291133880615
62,0.21348095498979092,0.2056654989719391
63,0.21134369634091854,0.20369677245616913
64,0.20945633202791214,0.20208419859409332
65,0.20799071341753006,0.2007952183485031
66,0.20663993619382381,0.1997777372598648
67,0.20557798631489277,0.19896060228347778
68,0.20465303771197796,0.19829288125038147
69,0.20399716682732105,0.1977255940437317
70,0.20327145420014858,0.19721262156963348
71,0.2026671338826418,0.19671452045440674
72,0.20195416919887066,0.19619640707969666
73,0.20128404162824154,0.19566041231155396
74,0.20055928081274033,0.1950993537902832
75,0.19981186278164387,0.1945180892944336
76,0.19905056804418564,0.1939239501953125
77,0.19823550060391426,0.1933215707540512
78,0.19741257652640343,0.19270610809326172
79,0.19653808139264584,0.1920885145664215
80,0.19569369219243526,0.1914878636598587
81,0.1948520541191101,0.1908944547176361
82,0.1939301397651434,0.19028222560882568
83,0.19299878738820553,0.1896628439426422
84,0.19213964603841305,0.18904438614845276
85,0.1912421490997076,0.1884169578552246
86,0.19039739668369293,0.1877782940864563
87,0.18947945348918438,0.18711581826210022
88,0.18857775256037712,0.18642018735408783
89,0.1875921431928873,0.1856948733329773
90,0.18655618093907833,0.18492233753204346
91,0.18537976779043674,0.1841101199388504
92,0.18428151309490204,0.18325930833816528
93,0.18313052505254745,0.1823813021183014
94,0.1818416602909565,0.181447833776474
95,0.18043577298521996,0.18047641217708588
96,0.17917819321155548,0.1794598549604416
97,0.17775344848632812,0.17841105163097382
98,0.17637211456894875,0.17739242315292358
99,0.17491982132196426,0.17637281119823456
100,0.17354789562523365,0.1753198206424713
101,0.17206599563360214,0.17411305010318756
102,0.17050378769636154,0.17296478152275085
103,0.16903510503470898,0.17183378338813782
104,0.16754045709967613,0.17070046067237854
105,0.16597973927855492,0.16955071687698364
106,0.1643519438803196,0.16839468479156494
107,0.16277944669127464,0.16724619269371033
108,0.1611424684524536,0.16612374782562256
109,0.1595426555722952,0.16503122448921204
110,0.15805025212466717,0.1638955920934677
111,0.1566309593617916,0.16269126534461975
112,0.155185978859663,0.16142620146274567
113,0.15374749340116978,0.16015899181365967
114,0.1522353570908308,0.15885953605175018
115,0.1508131232112646,0.15753811597824097
116,0.14936275221407413,0.15622150897979736
117,0.147975642234087,0.15494613349437714
118,0.14661668799817562,0.1537216305732727
119,0.14526125229895115,0.15248455107212067
120,0.14392353035509586,0.15123151242733002
121,0.1425466537475586,0.14998739957809448
122,0.14115816541016102,0.14873579144477844
123,0.13981344550848007,0.1474897861480713
124,0.13842419534921646,0.146219402551651
125,0.13704597763717175,0.14494290947914124
126,0.13570208847522736,0.14358320832252502
127,0.13420354947447777,0.14216165244579315
128,0.13290207739919424,0.14078930020332336
129,0.13133827224373817,0.13940279185771942
130,0.1298867166042328,0.13798770308494568
131,0.12844261806458235,0.13657055795192719
132,0.1269345823675394,0.13517606258392334
133,0.12547779083251953,0.1337895393371582
134,0.123993419110775,0.13244538009166718
135,0.12258664146065712,0.13112352788448334
136,0.121154242195189,0.12976746261119843
137,0.11976283881813288,0.1283942013978958
138,0.11831923853605986,0.1270328015089035
139,0.11690733302384615,0.12567171454429626
140,0.11551885586231947,0.12429750710725784
141,0.11407887656241655,0.12291291356086731
142,0.11260230373591185,0.1215427815914154
143,0.11120605934411287,0.12015894055366516
144,0.10974795557558537,0.11878681927919388
145,0.10833616647869349,0.11737458407878876
146,0.1068802447989583,0.11590692400932312
147,0.10544305108487606,0.11444089561700821
148,0.10394049528986216,0.11299092322587967
149,0.10249732993543148,0.1115390956401825
150,0.10099976137280464,0.11010800302028656
151,0.09946551080793142,0.10864002257585526
152,0.09795241057872772,0.10713399201631546
153,0.09652634430676699,0.10561364144086838
154,0.09508444741368294,0.10412386059761047
155,0.09352496918290854,0.10258657485246658
156,0.09203444793820381,0.10108017921447754
157,0.09057905618101358,0.09960538893938065
158,0.08914309274405241,0.09812656044960022
159,0.08766129240393639,0.09664647281169891
160,0.08613492641597986,0.0951600968837738
161,0.08464012667536736,0.09357742965221405
162,0.08312634564936161,0.09199677407741547
163,0.08152376767247915,0.09037619829177856
164,0.0799969770014286,0.0887499749660492
165,0.07851007208228111,0.08712600916624069
166,0.07693508360534906,0.085500068962574
167,0.07539085205644369,0.08385634422302246
168,0.07377126254141331,0.08223176747560501
169,0.07227536477148533,0.08060336112976074
170,0.0707625662907958,0.07901177555322647
171,0.06929025333374739,0.07755132019519806
172,0.0678949672728777,0.07616671174764633
173,0.06656947173178196,0.0747973844408989
174,0.06530523812398314,0.07351589947938919
175,0.06413603527471423,0.07226630300283432
176,0.06292427657172084,0.07101833820343018
177,0.06173293478786945,0.06983259320259094
178,0.06059836968779564,0.06869861483573914
179,0.059405176900327206,0.06758373230695724
180,0.05832853028550744,0.06647127121686935
181,0.05721068102866411,0.06544382125139236
182,0.05610831221565604,0.06450922787189484
183,0.055160768795758486,0.06371602416038513
184,0.054125233087688684,0.06293649971485138
185,0.05326376995071769,0.062167003750801086
186,0.05243936646729708,0.06134955585002899
187,0.05163647187873721,0.060529038310050964
188,0.050704088527709246,0.059686385095119476
189,0.049889313988387585,0.05891577899456024
190,0.04909993335604668,0.0581100657582283
191,0.04833031352609396,0.05729520693421364
192,0.04750689025968313,0.056521154940128326
193,0.04683862952515483,0.055852022022008896
194,0.04618484526872635,0.0552290715277195
195,0.04555514547973871,0.054599400609731674
196,0.04495323542505503,0.05411003902554512
197,0.04441668884828687,0.05360255390405655
198,0.043883309699594975,0.05323198437690735
199,0.04339892137795687,0.0527445524930954
200,0.042851563543081284,0.052288562059402466
201,0.042449265252798796,0.051837921142578125
202,0.041889048647135496,0.0513889417052269
203,0.04152636928483844,0.05093482509255409
204,0.040908367838710546,0.05048331245779991
205,0.04058855352923274,0.05005509406328201
206,0.04010919062420726,0.0496540442109108
207,0.039623978082090616,0.04924052208662033
208,0.03910809149965644,0.048881951719522476
209,0.03875653492286801,0.04853840917348862
210,0.03836751030758023,0.04814498499035835
211,0.03793091094121337,0.04782852530479431
212,0.03753974009305239,0.04754432663321495
213,0.03721546195447445,0.047273844480514526
214,0.0368731701746583,0.04700418561697006
215,0.036513498052954674,0.046718258410692215
216,0.03625518037006259,0.046609196811914444
217,0.035926518961787224,0.046253886073827744
218,0.03550853859633207,0.046154800802469254
219,0.03529220540076494,0.04589209705591202
220,0.03491504257544875,0.045740265399217606
221,0.03475439362227917,0.04539629444479942
222,0.03440619818866253,0.045175809413194656
223,0.03420110512524843,0.04484366998076439
224,0.033924957271665335,0.04478855058550835
225,0.0336546516045928,0.044346343725919724
226,0.033385584596544504,0.04415860027074814
227,0.03310760110616684,0.04394000023603439
228,0.032920101191848516,0.04377882555127144
229,0.03259583003818989,0.043593794107437134
230,0.03234052751213312,0.0433601513504982
231,0.0321359105873853,0.04319131746888161
232,0.03190197120420635,0.0428626574575901
233,0.031561763025820255,0.04261540248990059
234,0.03130400273948908,0.04240209609270096
